OBJECTID,link_name,len_mile,ifc,ifc_desc,post_speed,iway,vmt,volumes,lanes,median,SHAPE_Length
263,FLETCHER,0.030305,2,Prime Arterial,40,2,965.9000573,31.87263017,6,Raised of Fixed Median,160.009811
264,FOOTHILL,0.031937,5,Local Collector,35,2,321.8178773,10.07664706,2,No Median,168.6004698
265,ENCINITAS,0.033456,2,Prime Arterial,40,2,1054.317187,31.51354576,4,Raised of Fixed Median,176.6465472
266,CAM DEL RIO WEST,0.086388,2,Prime Arterial,40,2,4415.155898,51.10843981,7,Raised of Fixed Median,456.1273993
267,CAM DEL RIO WEST,0.051965,2,Prime Arterial,40,1,1766.576262,33.99550202,3,No Median,274.4000418
268,CAM DEL RIO WEST,0.028149,2,Prime Arterial,40,2,1801.409901,63.99552032,6,Raised of Fixed Median,148.6000965
269,06TH,0.072351,3,Major Arterial,35,2,805.756953,11.136777,3,No Median,382.0116721
270,ENCINITAS,0.045624,2,Prime Arterial,40,2,1437.774012,31.51354576,4,Raised of Fixed Median,240.8998361
271,FORT STOCKTON,0.036192,5,Local Collector,25,2,59.66043556,1.64844263,2,No Median,191.0942904
272,FORT STOCKTON,0.065796,5,Local Collector,25,2,122.3499552,1.85953485,2,No Median,347.4044273
273,FORT STOCKTON,0.058245,5,Local Collector,25,2,80.63330361,1.38438155,2,No Median,307.5448737
274,FORT STOCKTON,0.053314,5,Local Collector,25,2,244.2837223,4.58198076,2,No Median,281.5003777
275,FRIARS,0.023229,2,Prime Arterial,50,2,1315.785503,56.64408728,6,Raised of Fixed Median,122.6410858
276,FRONT,0.036743,4,Collector,25,2,341.505821,9.29444577,3,No Median,194.0005844
277,01ST AVE,0.03253,3,Major Arterial,35,2,785.2974778,24.14071558,4,No Median,171.8064014
278,FRONT,0.070644,4,Collector,25,2,591.9901595,8.37990713,3,No Median,372.9999102
279,FRONT,0.040909,5,Local Collector,35,2,46.54195036,1.13769465,2,No Median,215.9998961
280,GENESEE,0.114717,2,Prime Arterial,45,2,5420.227809,47.24868859,6,Raised of Fixed Median,605.7581497
281,GILMAN,0.140743,5,Local Collector,25,2,1203.20644,8.54896115,4,Raised of Fixed Median,743.0762113
282,GLASER,0.041221,4,Collector,35,2,326.8619364,7.92950041,4,No Median,217.650288
283,GLEN,0.100704,7,Local (non-circulation element) Road,25,2,86.32729354,0.85723798,2,No Median,531.6424423
284,GLORIETTA,0.099379,5,Local Collector,25,2,380.5381124,3.82916021,2,No Median,524.7495313
285,GLORIETTA,0.130363,5,Local Collector,25,2,478.5352991,3.67079079,2,No Median,688.3689292
286,GRANITE HILLS,0.201446,4,Collector,40,2,753.1143857,3.73854227,2,No Median,1063.654841
287,GRAPE,0.05254,3,Major Arterial,25,2,1571.739981,29.91511194,3,No Median,277.4111121
288,GRAPE,0.027184,3,Major Arterial,25,2,958.0744516,35.24405723,3,No Median,143.5495224
289,GRAPE,0.024757,3,Major Arterial,25,2,888.1136942,35.87323562,3,No Median,130.7005546
290,GRAPE,0.050922,3,Major Arterial,25,2,1855.496835,36.43801962,3,No Median,268.8678794
291,GRAPE,0.089236,5,Local Collector,30,2,23.46312051,0.26293335,2,No Median,471.1407016
292,27TH,0.035985,7,Local (non-circulation element) Road,25,1,188.2254661,5.23066461,2,No Median,189.9999481
293,I-8 EB,0.169756,1,Freeway,65,1,5637.53061,33.20961032,2,No Median,896.3093696
294,GRAVES,0.09648,7,Local (non-circulation element) Road,25,2,273.4306048,2.83406514,2,No Median,509.3413111
295,GREENFIELD,0.134854,4,Collector,35,2,1168.813797,8.66725345,2,No Median,712.0277787
296,NORTH HARBOR,0.155221,2,Prime Arterial,45,2,11204.4496,72.18385144,7,Raised of Fixed Median,819.5675442
297,BURGENER,0.152964,5,Local Collector,30,2,556.7984123,3.64006179,2,No Median,807.6494103
298,BURGENER,0.012817,5,Local Collector,30,2,46.65467201,3.64006179,2,No Median,67.67587218
299,GENESEE,0.153489,3,Major Arterial,35,2,2843.073024,18.52297574,5,No Median,810.4234916
300,GENESEE,0.190609,3,Major Arterial,40,2,3411.026371,17.89541088,4,Raised of Fixed Median,1006.417805
301,BURGENER,0.07733,5,Local Collector,30,2,704.7106032,9.11302991,2,No Median,408.3006116
302,BURGENER,0.141772,5,Local Collector,30,2,824.1105778,5.81292905,2,No Median,748.5585949
303,GENESEE,0.123405,3,Major Arterial,35,2,2025.461025,16.4131196,6,Raised of Fixed Median,651.5807307
304,GENESEE,0.267943,3,Major Arterial,40,2,4862.863871,18.14887447,4,Raised of Fixed Median,1414.751726
305,GREENFIELD,0.163352,4,Collector,35,2,791.5226791,4.84550345,2,No Median,862.4791757
306,COMSTOCK,0.052957,5,Local Collector,25,2,207.7891505,3.92373342,2,No Median,279.6138218
307,GENESEE,0.166049,2,Prime Arterial,45,2,5718.783787,34.44033862,4,Raised of Fixed Median,876.7294337
308,50TH,0.078203,5,Local Collector,25,2,156.6722343,2.0034044,2,No Median,412.9053693
309,GREENFIELD,0.104616,4,Collector,35,2,645.3218613,6.16848151,2,No Median,552.3767412
310,GREENFIELD,0.057489,4,Collector,35,2,375.0893186,6.52454067,2,No Median,303.533283
311,GREENFIELD,0.085284,3,Major Arterial,35,2,1273.488244,14.9323231,2,No Median,450.2823012
312,GREENFIELD,0.045753,3,Major Arterial,45,2,77.75176814,1.69938077,2,Continuous LT Center Lane,241.5284141
313,DIAMOND,0.110657,5,Local Collector,30,2,339.3580299,3.0667561,2,No Median,584.268958
314,DIAMOND,0.109463,5,Local Collector,30,2,407.7428054,3.72493724,2,No Median,577.963545
315,DIAMOND,0.109694,5,Local Collector,35,2,533.7161584,4.86550001,2,No Median,579.186375
316,GRAND,0.111118,3,Major Arterial,35,2,584.5329227,5.26047016,4,Raised of Fixed Median,586.7036819
317,GRAND,0.108959,3,Major Arterial,35,2,409.4444748,3.75778481,4,Raised of Fixed Median,575.3058888
318,GRAND,0.109922,3,Major Arterial,35,2,1828.862078,16.63781661,4,Raised of Fixed Median,580.3879933
319,GENESEE,0.024062,4,Collector,45,2,774.8286446,32.20134006,3,Raised of Fixed Median,127.0381047
320,BERGER,0.168176,4,Collector,25,2,1133.833333,6.74194495,2,No Median,887.9659724
321,GRAMERCY,0.048403,3,Major Arterial,35,2,298.8169594,6.17352146,4,Continuous LT Center Lane,255.566182
322,CARROLL CANYON,0.357292,3,Major Arterial,45,2,9176.588661,25.68372273,4,Raised of Fixed Median,1886.504815
323,HACIENDA,0.2234,3,Major Arterial,40,2,3273.517352,14.6531663,3,No Median,1179.56787
324,CAMINO RUIZ,0.167681,3,Major Arterial,40,2,3963.514584,23.63723132,4,No Median,885.3601869
325,CAMINO RUIZ,0.098055,3,Major Arterial,40,2,2374.242867,24.21337888,4,Raised of Fixed Median,517.7304734
326,ACTIVITY,0.112219,5,Local Collector,30,2,1041.904359,9.28456285,2,Continuous LT Center Lane,592.5172156
327,HACIENDA,0.099198,4,Collector,40,2,1080.838413,10.89576819,4,No Median,523.7086342
328,ARCHIE MOORE,0.467068,6,Rural Collector,25,2,1064.751855,2.27965062,2,No Median,2466.143056
329,HACIENDA,0.159828,7,Local (non-circulation element) Road,25,2,42.75544939,0.26750913,2,No Median,843.9050394
330,CAMINO RUIZ,0.217617,3,Major Arterial,40,2,6237.77826,28.66402101,4,Raised of Fixed Median,1148.982439
331,HACIENDA,0.154787,7,Local (non-circulation element) Road,25,2,221.3911184,1.4302953,2,No Median,817.2720888
332,GENESEE,0.155232,3,Major Arterial,35,2,3341.34943,21.52487522,5,Raised of Fixed Median,819.6253492
333,CAMINO RUIZ,0.167304,3,Major Arterial,40,2,3664.063101,21.90063059,4,Raised of Fixed Median,883.3608368
334,HALE,0.040909,4,Collector,35,2,836.5402159,20.44880627,4,Continuous LT Center Lane,215.975526
335,LINCOLN,0.155129,2,Prime Arterial,40,2,4450.414138,28.68847307,4,Raised of Fixed Median,819.0957817
336,GENESEE,0.218731,3,Major Arterial,40,2,4260.123325,19.47654116,4,No Median,1154.895825
337,FRIARS,0.106594,2,Prime Arterial,45,2,4169.123098,39.11217421,6,Raised of Fixed Median,562.81668
338,HALE,0.024289,4,Collector,35,2,522.3636796,21.50618303,3,No Median,128.2229405
339,DIAMOND,0.110198,5,Local Collector,35,2,412.1575339,3.74015439,2,No Median,581.8475614
340,GENESEE,0.063372,3,Major Arterial,45,2,2040.663322,32.20134006,3,Raised of Fixed Median,334.6026907
341,HANCOCK,0.071368,5,Local Collector,30,1,93.79654024,1.31426606,1,No Median,376.8248716
342,DRAPER,0.034039,7,Local (non-circulation element) Road,25,2,95.89754311,2.81728438,2,No Median,179.7247478
343,HANCOCK,0.048199,5,Local Collector,30,1,63.34630987,1.31426606,2,No Median,254.4896187
344,FRIARS,0.039311,2,Prime Arterial,50,2,2226.735715,56.64408728,6,Raised of Fixed Median,207.5619383
345,HANCOCK,0.100201,5,Local Collector,30,1,671.5657256,6.70218586,3,No Median,529.06045
346,GENESEE,0.076492,3,Major Arterial,45,2,968.3959284,12.66009424,6,Raised of Fixed Median,403.9013488
347,HANCOCK,0.061242,5,Local Collector,40,1,558.7059435,9.12292125,3,No Median,323.3590195
348,CAMINO RUIZ,0.147538,3,Major Arterial,40,2,1846.657518,12.5164874,4,Raised of Fixed Median,779.0003962
349,CAMINO RUIZ,0.100242,3,Major Arterial,40,2,1751.798612,17.47569493,4,Raised of Fixed Median,529.275899
350,CAMINO RUIZ,0.103239,3,Major Arterial,40,2,1923.937852,18.63576606,4,Raised of Fixed Median,545.1015565
351,HARBISON,0.063373,4,Collector,30,2,385.9929007,6.09080998,2,No Median,334.6072878
352,CAMINO RUIZ,0.155682,3,Major Arterial,40,2,1069.433474,6.86934568,4,Continuous LT Center Lane,821.9999964
353,HARBISON,0.062175,4,Collector,30,2,378.6961104,6.09080998,2,Continuous LT Center Lane,328.2833832
354,CAM DEL RIO NORTH,0.191154,4,Collector,40,2,2652.434978,13.87590622,2,No Median,1009.282265
355,CAM DEL RIO NORTH,0.200733,4,Collector,40,2,2785.352284,13.87590622,2,Continuous LT Center Lane,1059.8921
356,FAIRWAY,0.290855,5,Local Collector,30,2,1362.085282,4.68303891,2,No Median,1535.714321
357,DAGGET,0.116573,7,Local (non-circulation element) Road,35,2,1479.727193,12.69356706,2,No Median,615.5047602
358,DAGGET,0.129641,7,Local (non-circulation element) Road,35,2,1645.606727,12.69356706,2,No Median,684.5048815
359,HARBISON,0.045408,4,Collector,30,2,205.8645114,4.53366172,4,Continuous LT Center Lane,239.7541879
360,HARBISON,0.060559,4,Collector,30,2,274.5540202,4.53366172,4,No Median,319.7515509
361,HARBOR,0.118324,3,Major Arterial,45,2,2303.82613,19.47048891,4,No Median,624.7360554
362,HARMONY GROVE,0.797514,4,Collector,45,2,6087.438869,7.63301819,2,No Median,4210.868315
363,HARNEY,0.066213,4,Collector,35,2,156.67269,2.36619229,2,No Median,349.6066818
364,HARNEY,0.068942,4,Collector,35,2,94.48465388,1.37049482,2,No Median,364.0123572
365,BERYL,0.115391,5,Local Collector,30,2,1735.439831,15.03964634,2,No Median,609.2619051
366,BERYL,0.107212,5,Local Collector,30,2,1748.308276,16.30702045,2,No Median,566.0785188
367,BERYL,0.128138,5,Local Collector,25,2,2405.276866,18.77098804,2,No Median,676.569656
368,HARNEY,0.095986,4,Collector,35,2,213.9950197,2.22943991,2,No Median,506.8068371
369,HATHAWAY,0.148505,7,Local (non-circulation element) Road,25,2,1213.172826,8.16923892,2,No Median,784.1028492
370,HAWTHORN,0.035469,3,Major Arterial,30,2,952.3423822,26.84999245,3,No Median,187.2751324
371,HAWTHORN,0.022767,3,Major Arterial,30,2,491.006852,21.56660306,3,No Median,120.2083327
372,HAWTHORN,0.028996,3,Major Arterial,30,2,612.0417658,21.10779989,3,No Median,153.1009675
373,HAWTHORN,0.052362,3,Major Arterial,30,2,1070.563679,20.44543139,3,No Median,276.4706774
374,HAWTHORN,0.05322,5,Local Collector,25,2,163.980604,3.08118384,2,No Median,281.0018735
375,HAWTHORN,0.049432,5,Local Collector,25,2,124.8847231,2.5263943,2,No Median,261.0017218
376,FRIARS,0.264276,2,Prime Arterial,50,2,9986.037357,37.78639512,6,Raised of Fixed Median,1395.376993
377,GRAND,0.1113,3,Major Arterial,35,2,2017.868823,18.12999841,4,Raised of Fixed Median,587.664197
378,GRAND,0.109968,3,Major Arterial,35,2,2301.994529,20.93331268,4,Raised of Fixed Median,580.631426
379,BURGENER,0.219706,5,Local Collector,30,2,1808.623208,8.23201555,2,No Median,1160.046736
380,PROGRESSIVE,0.125192,5,Local Collector,30,2,0,0,2,No Median,661.0159966
381,HIGHLAND,0.04566,3,Major Arterial,35,2,650.4128871,14.24469748,4,No Median,241.0852877
382,DAGGET,0.118182,7,Local (non-circulation element) Road,35,2,927.4127169,7.8473263,2,No Median,624.0032694
383,BUSINESSPARK,0.128519,4,Collector,25,2,1704.997227,13.26649932,3,Continuous LT Center Lane,678.5778788
384,CONFERENCE,0.095727,3,Major Arterial,40,2,1133.815405,11.84425924,4,Raised of Fixed Median,505.4364176
385,HIGHLAND,0.063135,3,Major Arterial,35,2,760.7122197,12.0489779,4,No Median,333.3526254
386,HIGHLAND,0.061035,3,Major Arterial,35,2,682.8170252,11.18730278,4,No Median,322.2623959
387,CAMINO RUIZ,0.177462,3,Major Arterial,40,2,2589.943611,14.59435604,4,Raised of Fixed Median,937.0006281
388,FULTON,0.17465,7,Local (non-circulation element) Road,25,2,175.4427779,1.00453924,2,No Median,922.1586968
389,FROST,0.169518,4,Collector,35,2,1015.507439,5.99055816,4,No Median,895.0557144
390,HIGHLAND,0.125418,3,Major Arterial,35,2,1586.542152,12.6500355,4,No Median,662.2054314
391,HIGHLAND,0.10412,3,Major Arterial,35,2,2333.320208,22.40991364,4,No Median,549.7053387
392,HORNBLEND,0.110898,5,Local Collector,30,2,565.8645317,5.10256751,2,No Median,585.529672
393,HOWARD,0.079835,7,Local (non-circulation element) Road,30,2,124.6168027,1.56092945,2,Continuous LT Center Lane,421.5750696
394,HOWARD,0.074244,4,Collector,25,2,181.0005794,2.43791525,2,Continuous LT Center Lane,392.0093737
395,HUGO,0.073259,5,Local Collector,30,2,159.7995643,2.18129601,2,No Median,386.8086873
396,EXPLORATION FALLS,0.145607,3,Major Arterial,30,2,147.8305038,1.01527058,2,No Median,768.7885639
397,HUNTE,0.178714,3,Major Arterial,45,2,1578.908112,8.8348317,4,Raised of Fixed Median,943.5439966
398,HUNTE,0.214158,3,Major Arterial,45,2,1704.282931,7.95806335,4,Raised of Fixed Median,1130.696153
399,HUNTE,0.19162,2,Prime Arterial,50,2,285.9696728,1.49237905,6,Raised of Fixed Median,1011.707361
400,FRIARS,0.265533,3,Major Arterial,55,2,5386.11776,20.2841747,4,No Median,1402.016173
401,HUNTE,0.119097,2,Prime Arterial,50,2,137.2049995,1.15204413,6,Raised of Fixed Median,628.8538117
402,HUNTE,0.200054,2,Prime Arterial,50,2,241.8536082,1.20894163,6,Raised of Fixed Median,1056.286707
403,SR-125 NB,0.325123,1,Freeway,70,1,2247.56326,6.91296297,3,No Median,1716.581
404,CAM DEL RIO NORTH,0.051321,3,Major Arterial,35,2,1106.391646,21.5582636,4,Continuous LT Center Lane,270.957423
405,CAM DEL RIO NORTH,0.085539,3,Major Arterial,45,2,1467.359732,17.15427737,4,Raised of Fixed Median,451.636686
406,STATE,0.02127,7,Local (non-circulation element) Road,15,1,44.39376454,2.08715395,1,No Median,112.3035027
407,FRIARS,0.279926,2,Prime Arterial,50,2,6871.102006,24.54613722,6,Raised of Fixed Median,1478.013842
408,FRIARS,0.045959,2,Prime Arterial,45,2,1409.729796,30.67363947,8,Raised of Fixed Median,242.6622952
409,CENTER,0.047672,5,Local Collector,30,1,224.0381219,4.69957463,1,No Median,251.6818261
410,FRIARS,0.062593,2,Prime Arterial,50,2,2987.316695,47.72605076,6,Raised of Fixed Median,330.4921211
411,CARMEL VALLEY,0.109293,4,Collector,40,2,1030.605031,9.42974418,2,No Median,577.0570601
412,CARMEL VALLEY,0.110837,3,Major Arterial,40,2,2478.132763,22.35835292,4,Raised of Fixed Median,585.1897597
413,CARMEL VALLEY,0.065346,2,Prime Arterial,40,2,2010.208774,30.76253748,6,Raised of Fixed Median,345.0292052
414,SR-56 WB,0.600106,8,Freeway Connector Ramp,50,1,19058.20205,31.75805949,2,No Median,3168.615333
415,SR-56 WB,0.162523,1,Freeway,65,1,6078.723166,37.40223332,2,No Median,858.1192342
416,I-15 HOV NB,1.330214,1,Freeway,65,1,28466.20929,21.39972161,2,Raised of Fixed Median,7023.478328
417,I-15 HOV NB,0.809652,1,Freeway,65,1,18144.07454,22.4097199,2,Raised of Fixed Median,4275.009857
418,I-15 HOV NB,1.746698,1,Freeway,65,1,37378.85095,21.39972161,2,Raised of Fixed Median,9222.630441
419,I-15 HOV NB,0.448105,1,Freeway,65,1,7994.594823,17.84089627,2,No Median,2365.991768
420,I-15 HOV NB,0.136346,1,Freeway,65,1,2693.254388,19.75308691,2,No Median,719.8837346
421,I-15 HOV NB,0.997492,1,Freeway,65,1,20006.09232,20.05639375,2,No Median,5266.782315
422,I-15 HOV NB,0.210332,1,Freeway,65,1,4154.706276,19.75308691,2,No Median,1110.573222
423,54TH,0.08058,3,Major Arterial,35,2,1709.462286,21.21447364,4,Raised of Fixed Median,425.4849791
424,RAMP,0.112452,9,Local Ramp,30,1,139.6879743,1.24220089,2,No Median,593.7344396
425,I-15 HOV NB,0.328216,1,Freeway,65,1,5815.31228,17.7179427,2,No Median,1732.905616
426,I-15 HOV NB,1.929277,1,Freeway,65,1,44232.10639,22.92677847,2,No Median,10186.60955
427,I-15 HOV NB,0.302315,1,Freeway,65,1,6491.402329,21.47231308,2,No Median,1596.274963
428,NOELINE,0.088887,7,Local (non-circulation element) Road,25,2,159.0642922,1.78951131,2,No Median,469.3209878
429,CARMEL CREEK,0.108157,3,Major Arterial,40,2,1485.775098,13.73720701,5,Raised of Fixed Median,571.0483887
430,I-15 HOV NB,0.226302,1,Freeway,65,1,4407.500474,19.47618878,2,No Median,1194.87468
431,SR-78 WB,0.283577,1,Freeway,65,1,20300.47021,71.58715345,3,No Median,1497.277103
432,I-15 HOV NB,0.19395,8,Freeway Connector Ramp,70,1,690.2341739,3.55882534,2,Raised of Fixed Median,1024.020602
433,EAST SAN YSIDRO,0.23475,3,Major Arterial,25,2,84.16772135,0.35854194,2,Continuous LT Center Lane,1239.50189
434,EAST SAN YSIDRO,0.086042,3,Major Arterial,25,2,273.0361389,3.17328908,5,Raised of Fixed Median,454.2542077
435,EAST SAN YSIDRO,0.092264,3,Major Arterial,25,2,316.5700292,3.43113272,4,Raised of Fixed Median,487.176826
436,02ND,0.093857,5,Local Collector,30,2,794.5244131,8.46526538,2,No Median,495.56538
437,02ND,0.12572,5,Local Collector,30,2,741.506505,5.8980791,2,No Median,663.8036872
438,02ND,0.135846,5,Local Collector,30,2,1622.646578,11.94475051,2,No Median,717.2901782
439,05TH,0.120001,7,Local (non-circulation element) Road,30,2,395.2913383,3.29406703,2,No Median,633.6055225
440,05TH,0.126778,7,Local (non-circulation element) Road,30,2,301.0349427,2.37450459,2,No Median,669.3389434
441,05TH,0.123279,7,Local (non-circulation element) Road,30,2,331.4618663,2.68871313,2,No Median,650.9630863
442,05TH,0.093008,7,Local (non-circulation element) Road,30,2,302.1779142,3.2489454,2,No Median,491.1301469
443,05TH,0.126499,7,Local (non-circulation element) Road,30,2,220.7748014,1.74526914,2,No Median,667.9161764
444,05TH,0.124697,7,Local (non-circulation element) Road,30,2,202.8698802,1.62690265,2,No Median,658.4011262
445,CENTRAL,0.088513,5,Local Collector,35,2,805.1320519,9.09620115,2,No Median,467.3584131
446,01ST,0.096318,5,Local Collector,30,2,587.9802728,6.10457311,2,No Median,508.5607344
447,01ST,0.062232,5,Local Collector,30,2,601.8221945,9.67062274,2,No Median,328.5864338
448,01ST,0.128255,5,Local Collector,30,2,567.7682166,4.42687004,2,No Median,677.1602655
449,01ST,0.062737,5,Local Collector,30,2,311.611631,4.96695142,2,No Median,331.2294866
450,I-15 HOV SB,0.136093,1,Freeway,65,1,1585.590438,11.65078614,1,No Median,718.5481968
451,ELM,0.101141,7,Local (non-circulation element) Road,25,2,142.3528588,1.40746936,2,No Median,534.0233239
452,HAWAII,0.054929,7,Local (non-circulation element) Road,25,2,138.7270358,2.52557002,2,No Median,290.0273329
453,AVERIL,0.076426,5,Local Collector,35,2,21.17449486,0.27705879,2,No Median,403.5308309
454,AVERIL,0.070556,5,Local Collector,35,2,19.54815978,0.27705879,2,No Median,372.5334666
455,I-15 HOV NB,1.322957,1,Freeway,65,1,28941.63667,21.8764757,2,No Median,6985.189929
456,AVERIL,0.123443,5,Local Collector,35,2,15.78070858,0.12783802,2,No Median,651.7274315
457,I-15 HOV NB,2.303477,1,Freeway,65,1,46302.60087,20.10117786,2,No Median,12162.33538
458,I-15 HOV SB,0.221796,1,Freeway,65,1,3836.398093,17.296967,2,No Median,1171.007375
459,I-15 NB,0.132565,1,Freeway,65,1,13667.60247,103.1011388,5,No Median,699.943655
460,I-15 HOV SB,0.957411,1,Freeway,65,1,18846.49168,19.68484975,2,No Median,5055.157348
461,I-15 NB,0.466504,1,Freeway,65,1,44369.99738,95.11171905,5,No Median,2463.188411
